"YEAR","GEO","DGUID","Type of unit","UOM","COORDINATE","VALUE"
"2015","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2016","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2017","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2018","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2019","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2020","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2021","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.2.2",
"2011","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2012","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2013","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2014","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2015","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2016","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2017","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2018","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2019","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2020","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2021","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.2.3",
"2011","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2012","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2013","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2014","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2015","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2016","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2017","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2018","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2019","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2020","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2021","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.2.4",
"2011","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2012","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2013","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2014","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2015","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2016","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2017","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2018","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2019","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2020","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2021","Lunenburg, Nova Scotia","2011A00051206001","One bedroom units","Dollars","210.1.2",
"2011","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2012","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2013","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2014","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2015","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2016","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2017","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2018","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2019","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2020","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2021","Lunenburg, Nova Scotia","2011A00051206001","Two bedroom units","Dollars","210.1.3",
"2011","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2012","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2013","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2014","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2015","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2016","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2017","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2018","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2019","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2020","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2021","Lunenburg, Nova Scotia","2011A00051206001","Three bedroom units","Dollars","210.1.4",
"2011","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","514"
"2012","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","540"
"2013","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","630"
"2014","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","539"
"2015","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","556"
"2016","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","585"
"2017","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","582"
"2018","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","601"
"2019","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","606"
"2020","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","682"
"2021","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.3.2","669"
"2011","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","622"
"2012","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","655"
"2013","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","718"
"2014","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","674"
"2015","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","694"
"2016","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","724"
"2017","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","733"
"2018","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","763"
"2019","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","768"
"2020","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","774"
"2021","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.3.3","829"
"2011","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","749"
"2012","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","657"
"2013","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","700"
"2014","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","709"
"2015","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","751"
"2016","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","811"
"2017","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","855"
"2018","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","860"
"2019","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","879"
"2020","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","808"
"2021","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.3.4","999"
"2011","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2",
"2012","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","528"
"2013","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2",
"2014","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","544"
"2015","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","571"
"2016","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","583"
"2017","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","552"
"2018","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","568"
"2019","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","593"
"2020","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","569"
"2021","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.2.2","750"
"2011","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","685"
"2012","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","662"
"2013","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","749"
"2014","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","739"
"2015","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","713"
"2016","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","817"
"2017","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","815"
"2018","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","853"
"2019","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","802"
"2020","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","775"
"2021","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.2.3","868"
"2011","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","753"
"2012","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","643"
"2013","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4",
"2014","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","714"
"2015","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","721"
"2016","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","767"
"2017","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","826"
"2018","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","825"
"2019","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","844"
"2020","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","733"
"2021","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.2.4","1030"
"2011","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","509"
"2012","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","540"
"2013","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","568"
"2014","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","539"
"2015","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","555"
"2016","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","585"
"2017","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","582"
"2018","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","602"
"2019","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","607"
"2020","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","687"
"2021","New Glasgow, Nova Scotia","2011S0504220","One bedroom units","Dollars","13.1.2","667"
"2011","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","616"
"2012","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","655"
"2013","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","715"
"2014","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","665"
"2015","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","692"
"2016","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","710"
"2017","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","719"
"2018","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","747"
"2019","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","762"
"2020","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","773"
"2021","New Glasgow, Nova Scotia","2011S0504220","Two bedroom units","Dollars","13.1.3","822"
"2011","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","730"
"2012","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","694"
"2013","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","715"
"2014","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","697"
"2015","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","831"
"2016","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","888"
"2017","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","900"
"2018","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","903"
"2019","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","918"
"2020","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4","876"
"2021","New Glasgow, Nova Scotia","2011S0504220","Three bedroom units","Dollars","13.1.4",
"2011","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2",
"2012","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","534"
"2013","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","618"
"2014","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","560"
"2015","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","599"
"2016","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","588"
"2017","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","601"
"2018","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","644"
"2019","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","646"
"2020","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2","698"
"2021","Queens, Nova Scotia","2011A00051204010","One bedroom units","Dollars","211.3.2",
"2011","Queens, Nova Scotia","2011A00051204010","Two bedroom units","Dollars","211.3.3",
"2012","Queens, Nova Scotia","2011A00051204010","Two bedroom units","Dollars","211.3.3","559"
"2013","Queens, Nova Scotia","2011A00051204010","Two bedroom units","Dollars","211.3.3","616"
"2014","Queens, Nova Scotia","2011A00051204010","Two bedroom units","Dollars","211.3.3","599"
"2015","Queens, Nova Scotia","2011A00051204010","Two bedroom units","Dollars","211.3.3","653"
